Engagements,Followers at Posting,Description,Day_of_Week,Time_in_seconds,Album,Photo,Video
327578,28877584, #warriorsparade,1,63994,0,1,0
324969,28877584,rep the bay #warriorsparade,1,63848,0,1,0
642000,28877584,the celebration continues for klaythompson  champion warriors #warriorsparade,1,59686,0,0,1
733168,28925684,bang  the best triples from the #nbafinals,1,51517,0,0,1
733882,28840235,criss crossin the top 3 kumho handles of the #nbaplayoffs #kumhohandles,1,274,0,0,1
666520,28840235,the best of the 2018 #nbafinals presented by youtube tv,0,72736,0,0,1
739189,28840235,321 the top 3 #kumhohandles of the #nbafinals,0,60477,0,0,1
691057,28840235,heres the first look of the all new #bestshotseries starring realjaywilliams and executive produced by kingjames check it out premiering july 18th on the nba youtube channel,0,48857,0,0,1
252943,28840235,anthonyanderson to host and travisscott to perform at the 2018 #nbaawards june 25th nbaontnt,0,38265,1,0,0
722762,28796397,championship klay #thisiswhyweplay,6,61606,0,0,1
659852,28796397,the warriors celebrate their third title in four years #phantomcam #thisiswhyweplay,6,31072,0,0,1
909167,28777126, the warriors return home with new hardware #thisiswhyweplay,6,1195,0,0,1
842939,28777126,  ,5,80170,0,0,1
713682,28777126,sdot1414 and family share a championship moment #thisiswhyweplay,5,68737,0,0,1
659338,28693711,kevindurant sums up that championship feeling #thisiswhyweplay,5,60459,0,0,1
699702,28693711,warriors coach steve kerr and qcook323 share a moment as champs #thisiswhyweplay,5,43940,0,0,1
387131,28693711, inside the warriors celebration  #thisiswhyweplay,5,32819,1,0,0
879112,28693711,theres a reason we hold our loved ones closest  #thisiswhyweplay #imwhy,5,24818,0,0,1
718888,28693711,stephencurry30s wild triple headlines the top 3 plays from game 4 of the #nbafinals presented by youtube tv,5,15397,0,0,1
405884,28693711,the champs are here #thisiswhyweplay,5,12463,1,0,0
405884,28693711,the champs are here #thisiswhyweplay,5,10601,0,1,0
395730,28693711,3x champ with the warriors andre  #thisiswhyweplay,5,9766,0,1,0
527153,28693711,3x champ with the warriors stephencurry30  #thisiswhyweplay,5,9330,0,1,0
395730,28693711,3x champ with the warriors money23green  #thisiswhyweplay,5,8783,0,1,0
395730,28693711,3x champ with the warriors klaythompson  #thisiswhyweplay,5,8233,0,1,0
394151,28693711,2x champ with the warriors and back to back #nbafinals mvp kevindurant  #thisiswhyweplay,5,7522,1,0,0
802788,28693711,the thrill of victory #thisiswhyweplay,5,3333,0,0,1
802788,28693711,back to back #thisiswhyweplay,5,3252,0,0,1
987666,28693711,kingjames pays respect to bill russell #thisiswhyweplay,5,3101,0,0,1
482469,28693711,the warriors defeat the cavs 108 85 to secure the 2018 nba title #thisiswhyweplay,5,1880,0,1,0
732314,28693711,3x nba champ klaythompson #thisiswhyweplay,5,1569,0,0,1
451945,28693711, champ stephencurry30 of the warriors,5,244,0,1,0
360982,28693711,the back to back mvp #thisiswhyweplay,4,85947,0,1,0
347754,28693711,the 2018 #nbafinals mvp kevindurant of the warriors #thisiswhyweplay,4,85697,0,1,0
768074,28693711,the warriors are #nbafinals champions #thisiswhyweplay,4,85251,0,0,1
391942,28693711,"the 2018 nba champs golden state warriors 
#dubnation
#nbafinals
#thisiswhyweplay ",4,84585,0,1,0
898979,28693711,kingjames checks out #nbafinals,4,84502,0,0,1
363879,28693711,,4,83704,0,1,0
360982,28693711,kd35 #nbafinals,4,82231,0,1,0
360982,28693711,35 x 30 #dubnation,4,80351,0,1,0
645569,28693711,javalemcgee flies across for the denial #nbafinals #nbaonabc,4,80306,0,0,1
794241,28693711,kingjames finishes the cavs break with a slam #nbafinals #nbaonabc,4,79099,0,0,1
328060,28693711,kevindurant breaks free #nbafinals,4,78302,0,1,0
367875,28693711,congrats to teamswish of the cavs for moving up to 8th on the #nbaplayoffs 3pm list #thisiswhyweplay,4,76710,0,1,0
448990,28693711, x  #whateverittakes,4,76047,0,1,0
363879,28693711,lebrons game 4 #nbafinals #nbakicks ,4,75114,0,1,0
711917,28693711,stephencurry30 and kevindurant look to secure the  with a warriors win 900pm et #nbaonabc,4,70636,0,0,1
804361,28693711,facing elimination kingjames arrives for game 4 of the #nbafinals 900pm et #nbaonabc,4,63868,0,0,1
674335,28693711,kevindurants deep game 3 triple as heard around the world #globalgame #nbafinals,4,48304,0,0,1
631873,28693711,kobe bryant steps up for the lakers in ot of game 4 in 2000 one of the #budweiserlegendarymoments of the #nbafinals,4,40414,0,0,1
329528,28693711,gameday,4,32676,0,1,0
370552,28652981,,4,463,0,1,0
603133,28652981,we celebrate theofficialai3s birthday with his top crossovers repost nbahistory,3,72114,0,0,1
680567,28652981,the road team stole a game now you get a free taco on 6 13 from 2 6pm  #stealataco #tacobellpartner,3,61375,0,0,1
580749,28652981,game 3 of the 2018 #nbafinals through the lens of our slo mo #phantomcam,3,54997,0,0,1
845323,28652981,which was your fave kingjames self oop in the #nbafinals game 3 in 2018 or game 4 in 2017,3,46005,0,0,1
653499,28652981,kevindurant puts up 43 points 13 boards and 7 assists to lead the warriors in game 3 for a 3 0#nbafinals lead,3,30786,0,0,1
623927,28607140,kevindurants deeeep clutch triple headlines the top 3 plays from game 3 of the 2018 #nbafinals presented by youtube tv,3,11331,0,0,1
781763,28607140,kevin durant 43p 13r 7a walks out with a 3 0 #nbafinals lead for the warriors,3,6630,0,0,1
915001,28607140,all 12 angles of kingjames show stoppin slam,3,4508,0,0,1
588413,28607140,kevindurants late triple through the lens of our slo mo #phantomcam #nbafinals,3,1711,0,0,1
374343,28607140,the warriors take 3 0 #nbafinals lead with 110 102 victory in game 3 #nbafinals,2,85480,0,1,0
695004,28607140,kevindurant buries the late triple for the warriors #nbafinals,2,85332,0,0,1
413559,28607140,,2,85105,0,1,0
645593,28607140,andre takes it strong late #nbafinals #nbaonabc,2,84582,0,0,1
389454,28607140,kingjames notches his 10th career #nbafinals triple double currently 26p 11a 10r,2,83433,0,1,0
645593,28607140,realtristan13 goes up and under with the left #nbafinals #nbaonabc,2,83207,0,0,1
588918,28607140,kevindurant finds the cutting sdot1414 #nbafinals #nbaonabc,2,82873,0,0,1
353143,28607140,35 x 23 #nbafinals,2,81949,0,1,0
354557,28607140, bros #nbafinals,2,80656,0,1,0
891738,28607140,poetry in motion kingjames uses the glass for the slam,2,79470,0,0,1
870706,28607140,kingjames powers to the rim #nbafinals #nbaonabc,2,79422,0,0,1
353143,28607140,#nbafinals mvps,2,78200,0,1,0
436721,28607140,"congrats to kingjames of the cavs for moving up to 5th on the #nbafinals rebounds list 
#thisiswhyweplay #whateverittakes",2,77813,0,1,0
870706,28607140,kingjames uses the window #nbafinals #nbaonabc,2,76970,0,0,1
353143,28607140,the #nbafinals are underway in cleveland,2,76930,0,1,0
701995,28607140,its gametime in cleveland #nbaonabc,2,76429,0,0,1
355978,28607140, a few guys who live above the rim #nbafinals ,2,73757,0,1,0
724371,28607140,stephencurry30 arrives seeking a 3 0 #nbafinals lead with a warriors win 9pm et #nbaonabc,2,71561,0,0,1
785531,28607140,stephencurry30 was  in game 2 #nbafinals #nbabreakdown,2,69396,0,0,1
396002,28607140,lebron arrives for tonights cavs #nbafinals action in cleveland,2,66737,0,1,0
703859,28607140,the warriors move the ball for the slam #statefarmassist,2,62533,0,0,1
653127,28607140,"warriors go up and take game 2

#nbasoundup  gallo_locknez 
#nbafinals game 3 900pm et #nbaonabc",2,54039,0,0,1
336320,28607140,"its game day the 2018 #nbafinals presented by youtube tv between the cavs and warriors continues tonight 
 game 3 900pm et #nbaonabc with youtubetv",2,46952,0,1,0
322372,28607140,game day,2,31198,0,1,0
213824,28578397,lebron showed his support for the defending champion minnesotalynx at the #nbafinals repost wnba,1,76977,0,1,0
630310,28578397,stephencurry30 and klaythompson get loose for warriors practice #nbafinals,1,51426,0,0,1
626795,28578397,shots up at cavs practice back at the q #nbafinals,1,44943,0,0,1
324331,28578397,lebrons #nbakicks today #nbafinals,1,43529,0,1,0
732671,28578397, stephencurry30s top 5 plays of the 2018 #nbafinals so far,1,34520,0,0,1
719857,28542458,stephencurry30s wild buzzer beater from game 2 as heard around the world #globalgame,0,67816,0,0,1
580781,28542458,game 2 of the 2018 #nbafinals through the lens of our slo mo #phantomcam,0,54777,0,0,1
308113,28542458,the spotlight shines on game 2 of the 2018 #nbafinals  gwephoto,0,43042,1,0,0
621078,28542458,javalemcgee 6 6 and sdot1414 5 5 shoot  from the field in game 2 #nbafinals,0,32985,0,0,1
671467,28504348,headlined by stephencurry30s historic night the top 3 plays from game 2 of the 2018 #nbafinals presented by youtube tv,0,9381,0,0,1
676944,28504348, e40 on stephencurry30 #nbacelebrow #nbafinals,0,1706,0,0,1
671467,28504348,klaythompson on stephencurry30s historic night #nbafinals,0,539,0,0,1
390123,28504348,the warriors take 2 0 #nbafinals lead with 122 103 game 2 victory,6,82035,0,1,0
823147,28504348,howd he do that  #nbafinals #nbaonabc,6,80797,0,0,1
354543,28504348,"congrats to klaythompson of the warriors for moving up to 3rd on the #nbafinals 3pm list 
#thisiswhyweplay #dubnation",6,80655,0,1,0
743919,28504348,stephencurry30 lets it fly off the fake #nbafinals #nbaonabc,6,80276,0,0,1
678613,28504348,stephencurry30 off the dribble to 1jordanbell #nbafinals #nbaonabc,6,79081,0,0,1
491353,28504348,15p 8a 7r for kingjames and 16p 6a 5r for stephencurry30 at the half #nbafinals,6,76693,0,1,0
673134,28504348,go get it rook #phantomcam #nbafinals,6,76326,0,0,1
368029,28504348,got your back #nbafinals,6,75854,0,1,0
757812,28504348,the give and go #nbafinals #nbaonabc,6,74475,0,0,1
368029,28504348,sc30 #nbafinals,6,74328,0,1,0
720764,28504348,money23green breaks free for the warriors slam early #nbafinals #nbaonabc,6,73473,0,0,1
368029,28504348,game 2 of the 2018 #nbafinals is underway #nbaonabc who ya got,6,73341,0,1,0
370983,28504348,,6,72262,0,1,0
849907,28504348, #nbafinals,6,70241,0,0,1
687259,28504348,after scoring 29 in game 1 stephencurry30 gets loose for game 2 of the #nbafinals #nbaonabc,6,67892,0,0,1
785711,28504348,kingjames leads the cavs in to game 2 of the #nbafinals 8pm et #nbaonabc,6,65137,0,0,1
735902,28504348,"the warriors move the ball to beat the buzzer #nbabreakdown

#nbafinals game 2 8pm et #nbaonabc",6,63535,0,0,1
324451,28504348,"#nbafinals 

game 2 8pm et #nbaonabc",6,58639,0,1,0
350497,28504348,"its game day the 2018 #nbafinals presented by youtube tv between the cavs and warriors continues tonight 
 game 2 800pm et #nbaonabc with youtubetv",6,47275,0,1,0
344562,28504348,join us in wishing al_horford of the celtics a happy 32nd birthday #nbabday,6,36115,0,1,0
713773,28476975,demari to jacari the henderson brothers are putting on a show #jrnbaworldchampionship repost jrnba,5,84742,0,0,1
659409,28476975,shots up ahead of cavs #nbafinals practice,5,62226,0,0,1
739873,28476975,coming off 29 9 6 in the warriors game 1 w stephencurry30 gets shots up at todays #nbafinals practice,5,58657,0,0,1
611375,28476975,the last 50 point game in the #nbafinalsmichael jordan puts up 55 for the chicagobulls in game 4 of the 1993 #nbafinals #nbavault repost nbahistory,5,51488,0,0,1
729023,28476975, milaysia fulwiley 21 pts with an impressive move in transition #jrnbaworldchampionship repost jrnba,5,41699,0,0,1
685131,28429408,our slo mo #phantomcam look at game 1 set to gloves are comin off by 7kingz featuring the phantoms,5,6721,0,0,1
628696,28429408,the best of #nbafinals game 1 through the lens of our slow mo #phantomcam,4,80761,0,0,1
226806,28429408,from being like maya to meeting maya #watchmework repost wnba,4,68514,0,1,0
909585,28429408, kingjames puts up incredible 51 8 8 in game 1 as heard around the world #globalgame #nbafinals,4,59727,0,0,1
725768,28429408, stephencurry30s game 1 buzzer beater as heard around the world #globalgame #nbafinals,4,51190,0,0,1
301355,28429408,the spotlight on game 1 of the 2018 #nbafinals  gwephoto,4,40976,1,0,0
713200,28429408,money23green 13p 11r 9a 5s 2b walks off with 1 0 #nbafinals lead for the warriors,4,16014,0,0,1
781848,28383628,the warriors pull away in ot to secure game 1 w in the 2018 #nbafinals,4,3690,0,0,1
462141,28383628,the warriors take 1 0 #nbafinals lead with 124 114 ot victory,3,86246,0,1,0
716269,28383628,what a pass by stephencurry30,3,86163,0,0,1
876508,28383628,kingjames gets it to fall off contact #nbafinals #nbaonabc,3,84378,0,0,1
480796,28383628,kingjames takes flight #nbafinals,3,83528,0,1,0
799563,28383628,unclejeffgreen finds the cutting kingjames for the slam #nbafinals #nbaonabc,3,83043,0,0,1
792553,28383628,poetry in motion ,3,82274,0,0,1
876508,28383628,kingjames caps personal 7 0 run with the triple #nbafinals #nbaonabc,3,81674,0,0,1
699376,28383628,stephencurry30 beats the first half buzzer #nbafinals #nbaonabc,3,80004,0,0,1
435969,28383628,30 x 35 #dubnation,3,79757,0,1,0
419994,28383628,"congrats to klaythompson of the warriors for moving up to 6th on the #nbaplayoffs 3pm list 
#thisiswhyweplay #dubnation",3,79182,0,1,0
799563,28383628,kingjames glides to the rack for the cavs #nbafinals #nbaonabc,3,78930,0,0,1
876508,28383628,kingjames on the attack #nbafinals #nbaonabc,3,78646,0,0,1
435969,28383628,23 x 35 #nbafinals #nbaonabc,3,78007,0,1,0
399389,28383628, kevindurant ,3,77858,0,1,0
637980,28383628,kevindurant breaks free for the oop from stephencurry30 #nbafinals #nbaonabc,3,76955,0,0,1
435969,28383628,the 2018 #nbafinals are underway #nbaonabc,3,76534,0,1,0
712437,28383628,its gametime #nbafinals #nbaonabc,3,76478,0,0,1
435969,28383628,lebrons #nbafinals #nbakicks,3,72424,0,1,0
722112,28383628,stephencurry30 has arrived at oracle arena for game 1 of the #nbafinals,3,68812,0,0,1
600396,28383628,suited up the cavs arrive for game 1 of the #nbafinals 9pm et #nbaonabc,3,68032,0,0,1
696743,28383628,"the warriors and cavs two of the best at cutting to the basket #nbabreakdown 
 #nbafinals  #whateverittakes x #dubnation  900pm et tonight  #nbaonabc",3,63166,0,0,1
378249,28383628,tell us who ya got in the #nbafinals with #kiawhoyagot + #sweepstakes for a chance at winning an nba homecourt prize to deck your living room out in your teams colors + tv ps4 nba2k18  more,3,57449,0,1,0
646349,28383628,the top 5 plays from the cavs warriors #nbafinals trilogy,3,48102,0,0,1
422175,28383628,"eight straight #nbafinals appearances an incredible feat by kingjames 
game 1 900pm et #nbaonabc",3,43260,0,1,0
436861,28383628,"its gameday the 2018 #nbafinals presented by youtube tv between the cavs and warriors is here 
 game 1 900pm et #nbaonabc with youtubetv",3,35671,0,1,0
880387,28361732,ahead of game 1 of the #nbafinals 9pm et #nbaonabc we showcase the best of kingjames in the 2018 #nbaplayoffs,3,6872,0,0,1
401672,28361732,were 24 hours out from game 1 of the 2018 #nbafinals 9pm et thursday #nbaonabc,2,75890,0,1,0
321816,28361732,"were one day out from the 2018 #nbafinals presented by youtube tv 
 game 1 9pm et may 31 #nbaonabc with youtubetv",2,50443,0,1,0
729503,28361732, the top 3 dunks of the #nbaplayoffs thus far,2,43695,0,0,1
729503,28361732, the best triples of the #nbaplayoffs thus far,2,36381,0,0,1
796074,28330898, the best reactions of the 2018 #nbaplayoffs thus far,2,13047,0,0,1
796074,28330898, the best moments of the #nbaplayoffs so far,2,5796,0,0,1
729673,28330898,droppin dimes the top assists from the western conference finals,1,78621,0,0,1
735624,28330898,the top #kumhohandles from the eastern conference finals,1,77305,0,0,1
735624,28330898,the top #kumhohandles from the western conference finals,1,76059,0,0,1
438501,28330898,two remain the warriors and cavs will face off in the #nbafinals for an unprecedented fourth straight year,1,57989,0,1,0
368896,28330898,the 2018 #nbafinals tip off in two days thursday 5 31 #nbaonabc,1,45238,0,1,0
320571,28330898,join us in wishing carmeloanthony of the okcthunder a happy 34th birthday #nbabday,1,32309,0,1,0
375416,28330898,the warriors celebrate their 4th consecutive western conference title  noahgphotos,1,23276,1,0,0
772587,28289100,stephencurry30 fills it up with 27p 10a 9r 4s to lead the warriors in game 7 and into the #nbafinals,1,9171,0,0,1
460813,28289100,the warriors are headed to the #nbafinals for the 4th straight season,1,1428,0,1,0
403690,28289100,the warriors defeat the houstonrockets 101 92 to advance to the #nbafinals,0,85821,0,1,0
658756,28289100,money23green and stephencurry30 headed to their fourth straight #nbafinals,0,85032,0,0,1
767006,28289100,the warriors are headed to the #nbafinals,0,84822,0,0,1
419044,28289100,dubs,0,82804,0,1,0
716308,28289100,stephencurry30 scores 11 straight in the 3rd,0,82320,0,0,1
653426,28289100,1jordanbell knows where to find stephencurry30,0,82153,0,0,1
562692,28289100,we have liftoff ,0,81099,0,1,0
419044,28289100,james x kevin game 7,0,80978,0,1,0
665629,28289100,officialeg10 goes the length of the floor to beat the buzzer,0,80909,0,0,1
729686,28289100,ayyyyyyy,0,78585,0,0,1
730186,28289100,jharden13 off the dribble for the reverse,0,77915,0,0,1
607196,28289100,officialeg10 sets up ccapela15 off the dribble,0,77261,0,0,1
730186,28289100,jharden13 steps back for the triple plus the foul,0,77247,0,0,1
382353,28289100,game 7 of the western conference finals starts now  nbaontnt #nbaplayoffs,0,75909,0,1,0
665629,28289100,game 7 on deck nbaontnt,0,75330,0,0,1
640476,28289100,the warriors and houstonrockets move with and without the ball for triples #nbabreakdown  game 7  900pm et  nbaontnt,0,68110,0,0,1
614933,28289100,the two best words in sports game 7 9pm et nbaontnt,0,61405,0,0,1
363566,28289100,the 2018 #nbafinals tip off in 3 days thursday 5 31 #nbaonabc,0,50675,0,1,0
562016,28289100,stephencurry30 gets shots up at warriors shootaround in houston game 7 vs houstonrockets tips at 9pm et on nbaontnt #nbaplayoffs,0,47311,0,0,1
318301,28289100,winner goes to the #nbafinals 900pm et nbaontnt will it be the warriors or houstonrockets,0,44892,0,1,0
847138,28289100,35 points    15 rebounds    9 assists    48 minutes    game #100 kingjames leads the cavs to game 7 w,0,13537,0,0,1
694194,28261865,unclejeffgreen reflects on his journey to the #nbafinals from open heart surgery in 2012 #thisiswhyweplay,0,3589,0,0,1
936254,28261865,unbelievable seven game series   kingjames wraps up the 2018 eastern conference finals #whateverittakes #thisiswhyweplay,0,2896,0,0,1
672149,28261865,raise it up coach lue #phantomcam,6,86214,0,0,1
469417,28261865,straight to the ice after 35 15 9 in the cavs game 7 w,6,84119,0,1,0
529748,28261865,the cavs defeat the celtics 87 79 in game 7,6,83676,0,1,0
787677,28261865,seven games #thisiswhyweplay,6,83128,0,0,1
469417,28261865,"the cavs are eastern conference finals champs and #nbafinals bound for the 4th straight year

#whateverittakes
#nbaplayoffs",6,82797,0,1,0
712716,28261865,jaytatum0 wanted that,6,81994,0,0,1
418612,28261865,the rook rises #cusrise,6,81888,0,1,0
712716,28261865,al_horford rolls for the monster oop,6,81456,0,0,1
418612,28261865,ahhhhhh,6,80972,0,1,0
672149,28261865,poetry in motion #phantomcam,6,80601,0,0,1
961234,28261865,nope   kingjames,6,80098,0,0,1
650149,28261865,indianageorge3 finds the cutting realtristan13 on espn,6,77778,0,0,1
421972,28261865, #cusrise,6,77374,0,1,0
461655,28261865,kingjames on the attack,6,77247,0,1,0
613144,28261865,jaytatum0 sees an opening #phantomcam,6,76854,0,0,1
650149,28261865,jaytatum0 steps back for the celtics bucket,6,75808,0,0,1
517684,28261865,kingjames looks to lead the cavs into the #nbafinals with a win espn now,6,74277,0,1,0
552373,28261865,the cavs and celtics are in the building with a trip to the #nbafinals on the line 830pm et nbaonespn,6,67713,0,0,1
669218,28261865,the two best words in sports game 7 830pm et espn for a trip to the #nbafinals #thisiswhyweplay,6,62563,0,0,1
459613,28261865,winner goes to the #nbafinals 830pm et espn will it be the cavs or celtics,6,55390,0,1,0
363190,28261865,the 2018 #nbafinals tip off in 4 days thursday 5 31 #nbaonabc,6,48879,0,1,0
372008,28261865,"for the first time since 1979 we have two game 7s in the conference finals 
east 830pm et tonight on espn
west 9pm et monday on tnt

#nbafinals game 1 9pm et thursday on abc",6,43399,0,1,0
625866,28261865,kingjames teamswish indianageorge3 and jordanclarksons get shots up ahead of this mornings game 7 cavs shootaround,6,37667,0,0,1
698742,28261865,facing elimination klaythompson put up 35 points including 9 treys to force a game 7 for the warriors,6,32858,0,0,1
743121,28245535,warriors rook 1jordanbell crashes in for the slam,5,83760,0,0,1
781318,28245535,the block sets up the triple,5,83136,0,0,1
450818,28245535,#dubnation,5,82482,0,1,0
338381,28245535,22 points 7 assists and 5 rebounds for jharden13 as the houstonrockets hold 61 51 halftime lead nbaontnt,5,79662,0,1,0
766994,28245535,stephencurry30 uses the dribble to get into the lane,5,78471,0,0,1
713217,28245535,jharden13 from waaay out nbaontnt,5,77628,0,0,1
655464,28245535,cp3 gets the houstonrockets ready as they look to advance to the #nbafinals,5,76048,0,0,1
598333,28245535,one win away from the #nbafinals jharden13 and therealpjtucker17 arrive for houstonrockets for game 6 9pm et nbaontnt,5,68750,0,0,1
600642,28245535,get pumped for tonights wcf action 9pm et nbaontnt with ccapela15s best blocks,5,62897,0,0,1
391133,28245535,the 2018 #nbafinals tip off in 5 days thursday 5 31 #nbaonabc,5,53738,0,1,0
379826,28245535, will the houstonrockets advance to the #nbafinals or will the warriors force a game 7,5,44220,0,1,0
903863,28245535,facing elimination kingjames goes off for 46 points 11 rebounds  9 assists to force a game 7 in the eastern conference finals,5,30543,0,0,1
899759,28228163,kingjames on tonights big cavs win to force a game 7 on sunday,5,140,0,0,1
627777,28228163,size em up #phantomcam,4,85022,0,0,1
818965,28228163,kingjames buries two late triples to seal the cavs w,4,83667,0,0,1
459754,28228163,the cavs force a game 7 in the eastern conference finals with 109 99 w,4,83477,0,1,0
729726,28228163,the chasedown,4,80036,0,0,1
507028,28228163,"congrats to kingjames of the cavs for moving up to 6th on the #nbaplayoffs rebounds list 
#thisiswhyweplay #whateverittakes",4,75338,0,1,0
616356,28228163,,4,74422,0,1,0
560980,28228163,fchwpo of the celtics gets loose for tonights game 6 in cleveland,4,67325,0,0,1
690172,28228163,looking to force a game 7 with a cavs win kingjames arrives for game 6 830pm et espn,4,66279,0,0,1
453765,28228163, will the celtics advance to the #nbafinals or will the cavs force a game 7,4,56410,0,1,0
355714,28228163,the 2018 #nbafinals tip off in six days #nbaonabc,4,46382,0,1,0
685433,28228163,"game 5 with the series tied you could feel the vibe with the energy up and the building high
___
#nbasoundup  gallo_locknez",4,37411,0,0,1
395780,28218931,the houstonrockets are one win from the 2018 #nbafinals,3,85601,0,1,0
395780,28218931,the houstonrockets take 3 2 western conference finals lead on 98 94 victory #nbaplayoffs,3,85414,0,1,0
684940,28218931,the houstonrockets hold off warriors and move one game away from the #nbafinals #nbaplayoffs,3,85127,0,0,1
723069,28218931,cp3 is ,3,82808,0,0,1
365483,28218931, justintimberlake  and  jjwatt  courtside for game 5 #nbacelebrow #nbaplayoffs,3,81706,0,1,0
716360,28218931,stephencurry30 goes up and under off the dribble,3,81640,0,0,1
665678,28218931,ccapela15 protects the paint,3,79527,0,0,1
419540,28218931,"congrats to klaythompson of the warriors for moving up to 8th on the #nbaplayoffs 3pm list 
#thisiswhyweplay #dubnation",3,79083,0,1,0
665678,28218931,not in ccapela15s house,3,78936,0,0,1
440752,28218931,,3,78279,0,1,0
716360,28218931,stephencurry30 gets it to fall on the baseline,3,78146,0,0,1
729739,28218931,weve seen this before,3,77953,0,0,1
527213,28218931,back in houston for game 5 cp3 jharden13 and kevindurant get loose pre game warriors vs houstonrockets at 9pm et on nbaontnt,3,72470,0,0,1
653921,28218931,jharden13 and stephencurry30 each look to take 3 2 western conference finals lead 9pm et nbaontnt,3,68557,0,0,1
611844,28218931,thedr34m unleashes the #dreamshake one of the #budweiserlegendarymoments of the #nbaplayoffs,3,62884,0,0,1
346083,28194967,"were one week out from the 2018 #nbafinals presented by youtube tv 
___
 game 1 9pm et may 31   watch #nbaonabc with youtubetv",3,55840,0,1,0
377781,28194967,the 2017 18 all nba teams,3,51731,1,0,0
377781,28194967,the 2017 18 all nba teams,3,50850,0,1,0
332072,28194967, will the houstonrockets or warriors take a 3 2 lead with a win tonight 900pm et nbaontnt,3,44225,0,1,0
570997,28194967,the houstonrockets head home to host tonights western conference finals game 5 9pm et nbaontnt,3,35997,0,0,1
570997,28194967,jaytatum0 fills it up with 24p 7r 4a 4s 2b to lead the celtics in game 5 of the ecf,3,26230,0,0,1
687899,28194967, history for the reigning mvp  sylvia_fowles is first #wnba player ever with 20+ pts 20+ reb  5+ stl #watchmework repost wnba,3,4268,0,0,1
671120,28194967,the celtics protect homecourt and walk off one win away from the 2018 #nbafinals,2,83862,0,0,1
452800,28194967,the celtics take 3 2 eastern conference finals lead with 96 83 victory #nbaplayoffs,2,83588,0,1,0
607251,28194967,gmb_chum12 finds al_horford in transition,2,82772,0,0,1
665690,28194967,kevinlove protects the paint,2,81656,0,0,1
659605,28194967,jaytatum0  houseobayne ,2,75601,0,0,1
401232,28194967,someone will be one away from the #nbafinals tonight,2,74507,0,1,0
511753,28194967,each seeking a 3 2 eastern conference finals lead the cavs and celtics arrive for game 5 830pm et nbaonespn,2,67308,0,0,1
628941,28194967,"kevinlove to kingjames #nbabreakdown  ___
 cavs celtics game 5
 830pm et  nbaonespn",2,61029,0,0,1
350906,28194967,the 2017 18 nba all defensive first team ,2,51903,0,1,0
400354,28194967,will the celtics or cavs take a 3 2 lead with a win tonight 830pm et nbaonespn,2,45816,0,1,0
685458,28194967,"sound up its the western finals game 4 for the western title
___
#nbasoundup  gallo_locknez",2,38791,0,0,1
625947,28194967,the houstonrockets come back from down 12 in the 4th to take game 4 in oakland,2,28937,0,0,1
413587,28179239,,2,592,0,1,0
386026,28179239,the houstonrockets even the western conference finals 2 2 with 95 92 victory #nbaplayoffs,1,85228,0,1,0
651636,28179239,the houstonrockets complete the comeback to even the series at 2 #nbaplayoffs,1,84950,0,0,1
607262,28179239,thedr34m approves of the cp3 pass  ariza triple,1,83619,0,0,1
716386,28179239,stephencurry30 gets going in the 3rd,1,82172,0,0,1
627811,28179239,poetry in motion #phantomcam,1,81042,0,0,1
665702,28179239,what a pass by cp3,1,80971,0,0,1
666158,28179239,a pair of jharden13 steals extend the houstonrockets lead,1,79876,0,0,1
343570,28179239,,1,78936,0,1,0
429889,28179239,,1,78847,0,1,0
792682,28179239, oh ,1,78705,0,0,1
607262,28179239,officialeg10 attacks down the lane for the houstonrockets,1,77577,0,0,1
386026,28179239,game iv nbaontnt,1,77410,0,1,0
652083,28179239,almost that time jharden13 is ready for game 4 from oracle watch on nbaontnt #nbaplayoffs,1,75037,0,0,1
760079,28179239,"the warriors execute on offense #nbabreakdown  ___
 western conference finals game 4
 900pm et  nbaontnt",1,69996,0,0,1
395821,28179239,"#thisiswhyweplay 
#repost lakers

8 months ago kuz scribbled down a goal for his rookie season on the bottom of a polaroid today he made it a reality",1,65104,0,1,0
371487,28179239,the 2017 18 nba all rookie first team ,1,50945,0,1,0
323939,28179239, will the houstonrockets even the wcf 2 2 or will the warriors take a commanding 3 1 lead 9pm et nbaontnt,1,44956,0,1,0
434350,28160927,homecourt protected,1,2326,0,1,0
651648,28160927,the cavs take care of business at home #nbaplayoffs,0,84159,0,0,1
529849,28160927,the cavs defeat the celtics 111 102 to even the eastern conference finals 2 2 #nbaplayoffs,0,84075,0,1,0
819025,28160927,realtristan13 with the swat and kingjames with the finish,0,82029,0,0,1
422053,28160927,#cusrise ,0,80563,0,1,0
517783,28160927,"congrats to kingjames of the cavs on becoming the #nbaplayoffs field goals leader 
#thisiswhyweplay #whateverittakes",0,77956,0,1,0
819025,28160927,what a catch by kingjames off the incredible kevinlove outlet,0,76143,0,0,1
729778,28160927,its gametime in cleveland on espn,0,75010,0,0,1
729778,28160927,its gametime in cleveland salute to jim brown,0,74575,0,0,1
689492,28160927,"kingjames moves the ball in style #nbabreakdown
___
 celtics cavs game 4
 830pm et  nbaonespn",0,54752,0,0,1
417775,28160927,will the cavs even the series 2 2 or will the celtics go up 3 1 830pm et nbaonespn,0,45017,0,1,0
